VYBER,credit,withdrawal,total_type_count,collection_from_another_bank,credit_card_withdrawal,credit_in_cash,other,remittance_to_another_bank,withdrawal_in_cash,status,gender,age,region,avg_salary,type_card
0,25,24,49,0,0,9228.58333333,166.658333333,3724.5,3200.58461538,yes,M,38,Prague,12541,no_card
0,30,21,51,0,0,26435.8,98.0727272727,0,5899.14333333,no,M,34,east Bohemia,9425,no_card
0,34,18,52,0,0,20520.5,106.466666667,1964,4352.16363636,yes,M,46,south Moravia,8757,classic
1,16,21,38,0,0,23692,193.490909091,0,12331.7294118,yes,M,42,central Bohemia,10124,no_card
1,29,19,49,0,0,18647.2857143,100.091666667,6092.5,6055.85555556,no,M,53,west Bohemia,10787,no_card
0,35,19,54,0,0,13065.5714286,86.45,2751.17647059,1932.64444444,yes,M,34,north Bohemia,9272,no_card
0,30,23,53,0,0,7041.77272727,136.016666667,5042,1796.15,yes,M,61,central Bohemia,8899,no_card
4,21,17,42,0,0,34579.4,86.025,0,6919.104,yes,M,62,south Bohemia,8968,no_card
0,45,20,65,0,0,13627.9375,165.866666667,2208.54545455,1829.02608696,yes,M,30,south Moravia,9624,no_card
5,35,22,62,0,0,17265.8,142.383333333,2049.8125,8305.48333333,yes,M,59,south Moravia,8772,no_card
3,24,16,43,23293.8333333,0,0,130.91,0,4642.74074074,yes,M,39,west Bohemia,8594,no_card
0,9,15,24,13981,0,2250,92.625,2824.33333333,7733.33333333,yes,M,63,east Bohemia,8390,no_card
0,2,9,11,16567.75,0,800,79.9,0,11800,no,M,52,north Moravia,8994,no_card
4,31,17,52,47302.2,0,0,177.808333333,13461,6759.45333333,yes,M,38,north Moravia,8173,no_card
7,18,26,51,22239.8333333,0,4600,94.4888888889,0,5636.024,yes,M,30,west Bohemia,8843,no_card
3,25,20,48,0,0,17561.625,133.458333333,0,5122.95,yes,M,27,central Bohemia,9622,no_card
0,10,20,30,0,0,4334.9,62.83,1474,3469.1,yes,M,33,east Bohemia,8541,no_card
0,30,18,48,0,0,17006.1666667,129.916666667,0,3917.58666667,yes,M,58,north Bohemia,9065,classic
0,3,12,15,0,0,9696.16666667,62.7,0,7100,yes,M,38,central Bohemia,9622,no_card
3,23,18,44,30898.8333333,0,0,172.591666667,3595,9025.10909091,yes,M,47,north Moravia,10673,no_card
0,24,19,43,0,0,7315.42857143,150.891666667,0,2199.70833333,yes,M,20,south Moravia,8720,no_card
0,30,18,48,21439.1666667,0,0,90.4833333333,4968,3419.38,yes,M,35,north Moravia,9893,no_card
0,30,20,50,0,0,26617.375,196.408333333,6755,6654.86666667,yes,M,19,north Bohemia,9272,junior
1,30,17,48,0,0,29180.8,154.258333333,3694.5,4772.76842105,yes,M,25,north Moravia,10177,no_card
3,27,27,57,0,0,19063.8888889,133.233333333,0,5783.46,yes,M,40,central Bohemia,9622,classic
2,16,19,37,0,0,29157.2857143,152.716666667,10240,11364.32,yes,M,61,south Moravia,8444,no_card
2,38,24,64,0,0,22413.8333333,272.883333333,3370.5,7511.30714286,yes,M,33,Prague,12541,classic
0,24,12,36,0,0,19471.5,136.45,3225,4660,yes,M,55,Prague,12541,no_card
4,21,11,36,46686.1666667,0,0,321.46,1621.5,15999.3578947,yes,M,59,north Moravia,10177,classic
1,16,12,29,15097.3333333,0,0,126.433333333,0,5558.51764706,yes,M,22,south Moravia,9897,no_card
0,20,11,31,0,0,19002.5,172.516666667,0,6067.38,yes,M,42,south Moravia,8444,no_card
3,41,13,57,40597.8333333,0,1700,226.733333333,3674.3125,6303.2,yes,M,48,north Moravia,8746,no_card
0,32,14,46,0,0,30915.25,188.266666667,5119,8395.38461538,yes,M,27,north Moravia,8369,no_card
0,41,12,53,47477.1666667,3150,0,232.866666667,2607,9722.85714286,yes,M,19,central Bohemia,9920,junior
3,7,12,22,25943.6,0,350,196.68,6803,11224.2888889,yes,M,34,south Moravia,9624,no_card
0,21,15,36,0,0,9461.77777778,115.766666667,4746,4409.5625,yes,M,51,south Bohemia,9104,no_card
3,27,12,42,40175.5,2700,0,201.883333333,0,8578.8,yes,M,50,central Bohemia,8899,classic
0,7,13,20,0,0,12235.375,167.92,0,6430.65714286,yes,M,38,Prague,12541,no_card
0,31,12,43,0,0,22019.8333333,114,8319,3453.904,yes,M,48,south Moravia,8444,no_card
0,6,11,17,0,0,13092.1428571,148.275,9613,8780,yes,M,33,south Moravia,8544,no_card
0,6,9,15,0,0,34253.3333333,336.266666667,0,14700,yes,M,28,Prague,12541,no_card
5,25,20,50,0,0,20079.5714286,254.75,13386,9032.875,yes,M,29,west Bohemia,8930,no_card
4,24,16,44,0,0,17504.9,170,4146,7680.48181818,yes,M,55,north Moravia,10673,no_card
1,24,22,47,0,0,23715.8125,287.866666667,0,13776.16,yes,M,29,south Moravia,8403,no_card
5,17,15,37,16099.5,0,4333.33333333,89.5833333333,0,4564.70909091,yes,M,42,central Bohemia,9622,no_card
4,25,19,48,0,0,22124.5555556,123.09,0,5877.8,no,M,47,north Moravia,10177,no_card
3,27,15,45,21016.6,0,2600,123.2,7342,3179.42222222,yes,M,62,Prague,12541,no_card
0,4,9,13,34881,0,1100,142.175,0,21900,yes,M,36,north Bohemia,8965,no_card
3,28,19,50,0,0,23729,224.05,0,10817.6129032,yes,M,30,Prague,12541,no_card
2,36,20,58,0,0,29797.2142857,320.633333333,10721,11480.89375,yes,M,58,south Moravia,8814,no_card
4,21,15,40,15926.1666667,0,2833.33333333,158.116666667,3684,3314.13684211,yes,M,55,north Moravia,8369,no_card
0,19,12,31,0,0,14757.1666667,108.833333333,8944,3809.58666667,yes,M,60,central Bohemia,11277,no_card
0,22,12,34,0,0,11585.1666667,123.3,2511,3044.55714286,yes,M,60,south Moravia,9897,no_card
3,31,13,47,20544.3333333,0,700,140.616666667,3143.5,4265.72727273,yes,M,28,south Moravia,9897,no_card
8,19,20,47,0,0,17872.75,119.425,0,6433.74814815,no,M,23,north Moravia,10673,no_card
4,37,15,56,0,0,34116.4444444,163.216666667,4230.33333333,9407.9826087,yes,M,56,east Bohemia,8363,classic
2,18,25,45,0,0,16557.2857143,158.522222222,0,7191.2,yes,M,27,south Moravia,9624,gold
5,21,12,38,34285.3333333,0,0,164.633333333,0,7985.6,yes,M,60,east Bohemia,9538,no_card
2,38,12,52,52884,0,0,188.033333333,6223,8887.78571429,yes,M,31,south Bohemia,9104,no_card
2,40,12,54,32568.1666667,3000,0,227,1083,6734.72173913,yes,M,35,west Bohemia,8561,classic
0,32,13,45,0,0,20685.1428571,158.283333333,4192.5,4210.38,yes,M,19,central Bohemia,8507,junior
1,20,13,34,19587.8333333,0,2400,171.7,4611.25,5639.24615385,yes,M,38,Prague,12541,no_card
0,23,12,35,0,0,12503.8333333,184.95,5016,2851.83333333,yes,M,28,south Moravia,8441,no_card
0,24,12,36,0,0,17424.3333333,179.4,0,4524.48333333,yes,M,25,west Bohemia,8991,no_card
1,20,12,33,38052.1666667,0,0,218.166666667,9151,12380.8705882,yes,M,21,south Moravia,9624,no_card
0,17,9,26,0,0,25645.3333333,113.033333333,0,3393.38823529,yes,M,35,central Bohemia,11277,no_card
4,18,11,33,29981.6,0,0,243.35,5891,7418.05,yes,M,55,Prague,12541,classic
0,28,18,46,0,0,5473.08333333,72.7333333333,1445,3575.475,yes,M,56,south Bohemia,8114,no_card
0,30,13,43,42143.8333333,0,4200,214.583333333,2940.75,16092.1428571,yes,M,40,central Bohemia,9753,no_card
3,23,19,45,0,0,22824.6153846,224.3,0,10556.4461538,yes,M,53,north Moravia,8369,classic
0,10,13,23,0,0,16751.1,310.4,0,11074.38,yes,M,44,Prague,12541,no_card
3,25,15,43,0,0,28238.8888889,242.716666667,0,9425.59285714,yes,M,29,south Moravia,8544,classic
5,39,12,56,43741.8333333,0,0,185.816666667,3391.66666667,7926.76923077,yes,M,26,Prague,12541,no_card
6,23,19,48,0,0,26946.3846154,244.5,0,12517.2965517,yes,M,34,south Moravia,8743,no_card
0,5,10,15,0,0,20156.6666667,98.9857142857,0,6100,no,M,40,north Bohemia,10446,no_card
0,30,16,46,0,0,32398,264.483333333,9535,11428.65,yes,M,30,west Bohemia,8620,no_card
0,35,12,47,0,0,14633.6666667,186.466666667,3035.5,2390.76521739,yes,M,34,north Bohemia,9675,no_card
0,29,11,40,0,0,10530.2,119.233333333,3080.5,4428.68235294,yes,M,36,north Moravia,10177,no_card
0,39,12,51,0,0,15503.5,185.85,2137,2458.25925926,yes,M,33,north Bohemia,8965,no_card
1,44,12,57,25906.8333333,0,0,145.583333333,1438.75,6129.02857143,yes,M,52,west Bohemia,8561,no_card
3,24,20,47,0,0,31883.8571429,227.2,0,13707.6518519,yes,M,43,east Bohemia,8254,classic
2,26,19,47,0,0,27570.8461538,231.183333333,14801,10354.2434783,yes,M,34,west Bohemia,8561,no_card
0,8,13,21,0,0,35773.75,197.444444444,0,16650,no,M,41,south Moravia,9897,no_card
6,19,11,36,37715.1666667,0,0,211.82,0,8239.96,yes,M,37,north Moravia,8173,classic
0,25,13,38,0,0,19753.5714286,155.366666667,9902,4697.52631579,yes,M,46,south Bohemia,10045,classic
0,7,10,17,28570.4,0,800,195.375,12414,10800,yes,M,20,north Moravia,9893,no_card
0,26,14,40,0,0,8342.625,90.25,6742,1857.38,yes,M,31,north Bohemia,9198,no_card
0,25,14,39,0,0,5775.5,61.3333333333,4410,1341.45263158,yes,M,39,west Bohemia,8624,no_card
5,21,12,38,47060,0,0,216.25,0,11020.0230769,yes,M,59,south Bohemia,9104,classic
0,22,12,34,0,0,15700.75,139.916666667,6262,3711.35294118,yes,M,39,south Moravia,8743,no_card
1,37,12,50,0,0,16597.3333333,95.1166666667,3259.28571429,4020.42352941,no,M,50,west Bohemia,8620,no_card
0,49,12,61,0,0,26672.8333333,197.483333333,1089.25,5721.904,yes,M,30,Prague,12541,classic
0,34,14,48,0,0,10288.625,122.116666667,3720.5,1790,yes,M,35,north Bohemia,10446,gold
0,9,13,22,0,0,7640.5,99.88,0,2912.73333333,yes,M,60,south Moravia,8441,no_card
4,11,12,27,41047.5,0,0,195.716666667,10134,15450.1571429,yes,M,46,south Moravia,8512,gold
0,30,14,44,0,0,6322.375,88.85,2455,1211.53333333,yes,M,53,east Bohemia,8390,no_card
0,34,12,46,0,1900,25902.5,234.75,3234,5720.4,yes,M,44,north Moravia,8994,classic
0,35,22,57,0,0,10234.1,98.3333333333,2593.66666667,4035.74117647,no,M,23,Prague,12541,no_card
2,27,20,49,0,0,24761.2142857,275.2,0,13703.0344828,yes,M,41,north Moravia,10177,no_card
4,37,15,56,0,0,20772.5555556,183.2,4718,5941.29655172,yes,M,58,central Bohemia,8754,no_card
0,6,9,15,0,2650,12145.6666667,356.816666667,0,300,yes,M,29,south Moravia,8743,gold
3,18,13,34,33827.1666667,0,13000,274.8,0,11214.3809524,yes,M,34,south Moravia,8743,classic
0,5,11,16,0,0,11090.7142857,103.05,7303,8850,yes,M,43,north Bohemia,9832,no_card
6,34,12,52,48741.3333333,0,0,237.666666667,11053,6322.9,yes,M,20,south Bohemia,8427,junior
0,36,12,48,53365,0,0,216.75,3740,10106.2533333,yes,M,19,central Bohemia,8507,no_card
0,11,12,23,50809.5,0,300,318.66,10356,21571.46,yes,M,49,north Moravia,8369,gold
2,37,12,51,32653.8333333,0,0,130.083333333,1826,6629.54074074,yes,M,21,Prague,12541,no_card
3,30,12,45,46950.5,0,2800,239.92,7049.5,8046.33333333,yes,M,23,central Bohemia,9622,classic
0,6,9,15,55632.25,0,900,213.525,0,30066.6666667,yes,M,37,Prague,12541,classic
0,46,12,58,0,0,23881,360.3,913.75,5722.16363636,yes,M,61,north Bohemia,9198,no_card
3,29,13,45,20939.8333333,0,1700,127.5,3867,3889.71538462,yes,M,43,north Moravia,8678,no_card
2,29,13,44,0,0,18604,95.9666666667,4114,4461,yes,M,62,west Bohemia,8930,classic
0,25,13,38,0,0,17737.5714286,172.633333333,5435,5420.4,yes,M,40,Prague,12541,no_card
0,23,17,40,0,0,6195.90909091,130.083333333,3728,3227.82352941,yes,M,57,east Bohemia,8369,no_card
0,5,14,19,0,0,15269.8,107.933333333,0,9800,yes,M,22,north Moravia,8994,no_card
3,36,18,57,0,0,23452.8333333,200.883333333,4647.66666667,6653.21904762,yes,M,55,north Moravia,8819,no_card
0,21,15,36,0,0,4335.66666667,126.65,0,1732.74285714,yes,M,22,north Moravia,8369,no_card
1,24,12,37,36546.1666667,0,0,168.083333333,0,9414.664,yes,M,64,north Bohemia,9675,no_card
2,22,12,36,0,0,32392.3333333,179.866666667,0,8986.4,yes,M,58,south Bohemia,8427,no_card
0,15,14,29,0,0,19638,45.69,0,7138.2,no,M,43,east Bohemia,8187,no_card
2,35,13,50,20816.4,0,2200,139.566666667,2867,4734.104,yes,M,57,south Moravia,8403,no_card
0,28,12,40,0,0,9910.33333333,176.716666667,2310.5,1812.13333333,yes,M,41,north Bohemia,9272,classic
0,26,13,39,23705.5,0,2200,127.95,7312,4564,yes,M,45,Prague,12541,no_card
1,40,15,56,15245,0,6250,81.4833333333,2789.25,2645.52941176,yes,M,48,west Bohemia,8554,no_card
0,5,11,16,0,0,19341.7142857,150.65,0,18540,yes,M,29,central Bohemia,8598,no_card
2,33,24,59,0,0,28933.9444444,245.55,10472,15866.4137931,yes,M,44,east Bohemia,8254,no_card
0,23,12,35,0,0,13821.1666667,179.316666667,0,3126.88695652,yes,M,39,west Bohemia,8554,classic
2,23,15,40,0,0,26129.8888889,247.566666667,0,10327.424,yes,M,46,south Bohemia,8427,no_card
2,14,16,32,0,0,18162.2,153.633333333,0,8071.3125,yes,M,30,south Bohemia,8968,no_card
0,14,12,26,45764.3333333,0,0,190.183333333,6584.66666667,19587.2727273,yes,M,21,south Moravia,8288,junior
1,23,18,42,0,0,27730,176.941666667,0,7377.65,no,M,23,Prague,12541,no_card
2,24,13,39,13027.1666667,0,6800,145.75,3799,3048.4,yes,M,41,north Bohemia,9272,no_card
3,27,11,41,36191,0,0,202.266666667,8436,6593.904,yes,M,25,north Moravia,8994,classic
1,14,14,29,16133,0,8050,141.1,11506,6603.33333333,yes,M,22,south Moravia,8444,no_card
0,30,12,42,0,0,12842.8333333,138.616666667,0,2909.58666667,yes,M,58,east Bohemia,8369,no_card
1,22,12,35,0,0,15002,157.133333333,0,3589.50434783,yes,M,36,north Bohemia,9065,no_card
2,33,13,48,53244.8333333,0,2500,330.466666667,0,10999.0171429,yes,M,29,south Bohemia,8427,classic
0,9,12,21,0,0,22527.5714286,139.86,6661,14351.825,yes,M,44,west Bohemia,8594,no_card
0,25,12,37,0,0,20069.2857143,215.24,4736,8493.31578947,yes,M,36,south Moravia,8444,no_card
0,3,10,13,0,0,12685.1666667,137.475,0,10333.3333333,yes,M,40,north Moravia,8819,no_card
0,16,13,29,0,0,26804.75,220.3,0,11028.75,yes,M,36,north Moravia,10177,classic
3,15,18,36,0,0,22625.1666667,203.883333333,0,12286.1666667,yes,M,23,Prague,12541,classic
6,24,12,42,42517.5,0,0,214.633333333,9810,7361.10833333,yes,M,19,central Bohemia,8754,junior
5,27,12,44,48363.1666667,0,0,285.783333333,4475.22222222,12571.1478261,yes,M,52,Prague,12541,no_card
5,30,22,57,0,0,24793.5625,189.75,12154,12097.6758621,yes,M,51,north Bohemia,8705,no_card
0,21,16,37,0,0,6371.7,97.9833333333,1556.5,4315.67692308,yes,M,26,south Bohemia,9045,no_card
0,35,15,50,12157.1666667,0,2450,100.2,2896,1798.41176471,yes,M,27,central Bohemia,9307,no_card
2,39,22,63,0,0,34032,296.4,3316.5,16570.9862069,yes,M,24,east Bohemia,8187,no_card
0,27,12,39,0,0,22000.3333333,261.216666667,3693,5194.64761905,yes,M,20,central Bohemia,9920,no_card
4,20,17,41,0,0,16622.5454545,168.016666667,0,7243.56666667,yes,M,47,south Moravia,9897,no_card
0,7,11,18,46186.8,0,250,189.125,10886,32766.6666667,yes,M,54,Prague,12541,no_card
1,30,12,43,29265.1666667,0,0,131.05,2192.18181818,7007.53,yes,M,31,south Moravia,8814,classic
0,47,12,59,0,0,17486.1666667,91.6,1323.75,2984.67826087,yes,M,37,north Moravia,8110,no_card
